model,threshold,thr_value,n_presences,n_absences,TPR_mean,TPR_sd,TNR_mean,TNR_sd,SORENSEN_mean,SORENSEN_sd,JACCARD_mean,JACCARD_sd,FPB_mean,FPB_sd,OR_mean,OR_sd,TSS_mean,TSS_sd,AUC_mean,AUC_sd,BOYCE_mean,BOYCE_sd,IMAE_mean,IMAE_sd
max,max_sorensen,0.86855262,204,10000,0.270086852,0.081074071,0.9861,0.010077202,0.278808482,0.060170485,0.163132436,0.041006346,0.326264871,0.082012693,0.729913148,0.081074071,0.256186852,0.075103699,0.910355249,0.010904427,0.881048264,0.126298877,0.842913384,0.003990276
max,sensitivity,0.3593926,204,10000,0.892395292,0.007542248,0.7942,0.017552065,0.149209398,0.006623287,0.080630316,0.003856354,0.161260632,0.007712709,0.107604708,0.007542248,0.686595292,0.018654771,0.910355249,0.010904427,0.881048264,0.126298877,0.842913384,0.003990276
max,equal_sens_spec,0.33986863,205,10000,0.844299774,0.017415883,0.8416,0.012456926,0.176755182,0.019269931,0.097042969,0.011540664,0.194085938,0.023081329,0.155700226,0.017415883,0.685899774,0.02956366,0.926367765,0.007495433,0.885518291,0.040672885,0.868699282,0.004606186
max,lpt,0.04368914,205,10000,1,0,0.6558,0.075519534,0.109366051,0.022259664,0.05796436,0.012541915,0.115928721,0.025083829,0,0,0.6558,0.075519534,0.926367765,0.007495433,0.885518291,0.040672885,0.868699282,0.004606186
max,max_fpb,0.84404694,205,10000,0.360407115,0.052754558,0.9897,0.006888396,0.39185058,0.042001356,0.244345366,0.0325399,0.488690731,0.0650798,0.639592885,0.052754558,0.350107115,0.046793317,0.926367765,0.007495433,0.885518291,0.040672885,0.868699282,0.004606186
max,max_jaccard,0.84404694,205,10000,0.360407115,0.052754558,0.9897,0.006888396,0.39185058,0.042001356,0.244345366,0.0325399,0.488690731,0.0650798,0.639592885,0.052754558,0.350107115,0.046793317,0.926367765,0.007495433,0.885518291,0.040672885,0.868699282,0.004606186
max,max_sens_spec,0.22476057,205,10000,0.946582666,0.005975046,0.7979,0.031828446,0.162168885,0.02206544,0.088363729,0.012957949,0.176727458,0.025915898,0.053417334,0.005975046,0.744482666,0.035602904,0.926367765,0.007495433,0.885518291,0.040672885,0.868699282,0.004606186
max,max_sorensen,0.84404694,205,10000,0.360407115,0.052754558,0.9897,0.006888396,0.39185058,0.042001356,0.244345366,0.0325399,0.488690731,0.0650798,0.639592885,0.052754558,0.350107115,0.046793317,0.926367765,0.007495433,0.885518291,0.040672885,0.868699282,0.004606186
max,sensitivity,0.30073153,205,10000,0.887692045,0.007996215,0.8076,0.033673803,0.159576052,0.022413031,0.086834492,0.013175384,0.173668985,0.026350768,0.112307955,0.007996215,0.695292045,0.033417407,0.926367765,0.007495433,0.885518291,0.040672885,0.868699282,0.004606186
max,equal_sens_spec,0.22889065,207,10000,0.82612756,0.022589964,0.8307,0.025341665,0.16742874,0.031424633,0.091622129,0.018909353,0.183244258,0.037818707,0.17387244,0.022589964,0.65682756,0.047846976,0.92142466,0.011642755,0.915378357,0.030627428,0.891194803,0.004122849
max,lpt,0.06085031,207,10000,1,0,0.6462,0.037506,0.104870666,0.007766593,0.055351117,0.004322848,0.110702233,0.008645696,0,0,0.6462,0.037506,0.92142466,0.011642755,0.915378357,0.030627428,0.891194803,0.004122849
max,max_fpb,0.86750301,207,10000,0.404008859,0.117461194,0.9923,0.004009364,0.451235675,0.084712933,0.294273433,0.066790386,0.588546866,0.133580773,0.595991141,0.117461194,0.396308859,0.114630702,0.92142466,0.011642755,0.915378357,0.030627428,0.891194803,0.004122849
max,max_jaccard,0.86750301,207,10000,0.404008859,0.117461194,0.9923,0.004009364,0.451235675,0.084712933,0.294273433,0.066790386,0.588546866,0.133580773,0.595991141,0.117461194,0.396308859,0.114630702,0.92142466,0.011642755,0.915378357,0.030627428,0.891194803,0.004122849
max,max_sens_spec,0.24145204,207,10000,0.902568382,0.044589045,0.7873,0.066921222,0.154654,0.035169412,0.084123477,0.020721735,0.168246954,0.04144347,0.097431618,0.044589045,0.689868382,0.04138877,0.92142466,0.011642755,0.915378357,0.030627428,0.891194803,0.004122849
max,max_sorensen,0.86750301,207,10000,0.404008859,0.117461194,0.9923,0.004009364,0.451235675,0.084712933,0.294273433,0.066790386,0.588546866,0.133580773,0.595991141,0.117461194,0.396308859,0.114630702,0.92142466,0.011642755,0.915378357,0.030627428,0.891194803,0.004122849
max,sensitivity,0.13510411,207,10000,0.89360098,0.006972574,0.7369,0.066481576,0.128921077,0.040995148,0.069323736,0.024061936,0.138647472,0.048123872,0.10639902,0.006972574,0.63050098,0.06024218,0.92142466,0.011642755,0.915378357,0.030627428,0.891194803,0.004122849
max,equal_sens_spec,0.5284438,208,10000,0.827093834,0.017538339,0.8258,0.017426991,0.163026073,0.014462136,0.088801141,0.008583445,0.177602282,0.017166891,0.172906166,0.017538339,0.652893834,0.034120839,0.902489573,0.009404187,0.919727004,0.020331014,0.825544421,0.005298046
max,lpt,0.02262606,208,10000,1,0,0.6949,0.093969676,0.125317014,0.024628008,0.066992539,0.01384451,0.133985078,0.027689019,0,0,0.6949,0.093969676,0.902489573,0.009404187,0.919727004,0.020331014,0.825544421,0.005298046
max,max_fpb,0.71600792,208,10000,0.532899684,0.144025911,0.9273,0.026142877,0.212309996,0.019716085,0.118871583,0.012397689,0.237743166,0.024795379,0.467100316,0.144025911,0.460199684,0.120081552,0.902489573,0.009404187,0.919727004,0.020331014,0.825544421,0.005298046
max,max_jaccard,0.71600792,208,10000,0.532899684,0.144025911,0.9273,0.026142877,0.212309996,0.019716085,0.118871583,0.012397689,0.237743166,0.024795379,0.467100316,0.144025911,0.460199684,0.120081552,0.902489573,0.009404187,0.919727004,0.020331014,0.825544421,0.005298046
max,max_sens_spec,0.36184463,208,10000,0.966877347,0.03909669,0.7658,0.028172682,0.147297623,0.014509807,0.079557663,0.008532969,0.159115326,0.017065937,0.033122653,0.03909669,0.732677347,0.04080607,0.902489573,0.009404187,0.919727004,0.020331014,0.825544421,0.005298046
max,max_sorensen,0.71600792,208,10000,0.532899684,0.144025911,0.9273,0.026142877,0.212309996,0.019716085,0.118871583,0.012397689,0.237743166,0.024795379,0.467100316,0.144025911,0.460199684,0.120081552,0.902489573,0.009404187,0.919727004,0.020331014,0.825544421,0.005298046
max,sensitivity,0.46039162,208,10000,0.884734895,0.008765993,0.7967,0.030613722,0.153467821,0.01666984,0.08318194,0.009771312,0.16636388,0.019542624,0.115265105,0.008765993,0.681434895,0.033001712,0.902489573,0.009404187,0.919727004,0.020331014,0.825544421,0.005298046
max,equal_sens_spec,0.32712496,208,10000,0.85081519,0.01142005,0.8508,0.016150077,0.189649311,0.017778542,0.104842992,0.010776758,0.209685985,0.021553516,0.14918481,0.01142005,0.70161519,0.026770309,0.933043833,0.007522435,0.835351203,0.074842616,0.883182552,0.003743636
max,lpt,0.11202582,208,10000,1,0,0.7384,0.019333908,0.137757601,0.012293782,0.074011501,0.007092659,0.148023003,0.014185318,0,0,0.7384,0.019333908,0.933043833,0.007522435,0.835351203,0.074842616,0.883182552,0.003743636
max,max_fpb,0.87020702,208,10000,0.355364545,0.030996855,0.9906,0.003228777,0.394620982,0.04483615,0.246604214,0.035479657,0.493208428,0.070959313,0.644635455,0.030996855,0.345964545,0.030823665,0.933043833,0.007522435,0.835351203,0.074842616,0.883182552,0.003743636
max,max_jaccard,0.87020702,208,10000,0.355364545,0.030996855,0.9906,0.003228777,0.394620982,0.04483615,0.246604214,0.035479657,0.493208428,0.070959313,0.644635455,0.030996855,0.345964545,0.030823665,0.933043833,0.007522435,0.835351203,0.074842616,0.883182552,0.003743636
max,max_sens_spec,0.22881114,208,10000,0.951149701,0.03939451,0.8147,0.044044863,0.179327279,0.027598591,0.098696862,0.01664165,0.197393725,0.033283299,0.048850299,0.03939451,0.765849701,0.022169012,0.933043833,0.007522435,0.835351203,0.074842616,0.883182552,0.003743636
max,max_sorensen,0.87020702,208,10000,0.355364545,0.030996855,0.9906,0.003228777,0.394620982,0.04483615,0.246604214,0.035479657,0.493208428,0.070959313,0.644635455,0.030996855,0.345964545,0.030823665,0.933043833,0.007522435,0.835351203,0.074842616,0.883182552,0.003743636
max,sensitivity,0.28800731,208,10000,0.884775784,0.00745612,0.832,0.030951575,0.180472345,0.02516907,0.099353236,0.015079189,0.198706472,0.030158379,0.115224216,0.00745612,0.716775784,0.031267937,0.933043833,0.007522435,0.835351203,0.074842616,0.883182552,0.003743636
max,equal_sens_spec,0.24874255,209,10000,0.893608618,0.037189354,0.8957,0.032715822,0.267802952,0.051040567,0.155411767,0.034316696,0.310823535,0.068633393,0.106391382,0.037189354,0.789308618,0.069887176,0.963668739,0.013216647,0.964546245,0.021676014,0.924863932,0.00572363
max,lpt,0.0245857,209,10000,1,0,0.693,0.092582396,0.122972573,0.019071979,0.06560225,0.010791894,0.1312045,0.021583789,0,0,0.693,0.092582396,0.963668739,0.013216647,0.964546245,0.021676014,0.924863932,0.00572363
max,max_fpb,0.65228354,209,10000,0.696447,0.049034346,0.9842,0.005540758,0.57318771,0.03985093,0.402597604,0.039012809,0.805195209,0.078025617,0.303553,0.049034346,0.680647,0.047610091,0.963668739,0.013216647,0.964546245,0.021676014,0.924863932,0.00572363
max,max_jaccard,0.65228354,209,10000,0.696447,0.049034346,0.9842,0.005540758,0.57318771,0.03985093,0.402597604,0.039012809,0.805195209,0.078025617,0.303553,0.049034346,0.680647,0.047610091,0.963668739,0.013216647,0.964546245,0.021676014,0.924863932,0.00572363
max,max_sens_spec,0.37725532,209,10000,0.920810753,0.045264299,0.9041,0.061484144,0.317704123,0.104748769,0.192544833,0.074213021,0.385089666,0.148426042,0.079189247,0.045264299,0.824910753,0.057631992,0.963668739,0.013216647,0.964546245,0.021676014,0.924863932,0.00572363
max,max_sorensen,0.65228354,209,10000,0.696447,0.049034346,0.9842,0.005540758,0.57318771,0.03985093,0.402597604,0.039012809,0.805195209,0.078025617,0.303553,0.049034346,0.680647,0.047610091,0.963668739,0.013216647,0.964546245,0.021676014,0.924863932,0.00572363
max,sensitivity,0.2203964,209,10000,0.89408881,0.006695393,0.8696,0.063754804,0.246818815,0.088453921,0.143150033,0.058691008,0.286300066,0.117382015,0.10591119,0.006695393,0.76368881,0.059794752,0.963668739,0.013216647,0.964546245,0.021676014,0.924863932,0.00572363
max,equal_sens_spec,0.44138236,211,10000,0.86734753,0.010158142,0.8661,0.010579461,0.211725532,0.014958054,0.118458914,0.009319461,0.236917828,0.018638922,0.13265247,0.010158142,0.73344753,0.020400001,0.928131257,0.002117575,0.836261717,0.066713179,0.871574475,0.005245445
max,lpt,0.15180182,211,10000,1,0,0.7932,0.044234602,0.173645607,0.031582512,0.095340246,0.018977756,0.190680493,0.037955513,0,0,0.7932,0.044234602,0.928131257,0.002117575,0.836261717,0.066713179,0.871574475,0.005245445
max,max_fpb,0.72996028,211,10000,0.301269328,0.139123878,0.9801,0.018345299,0.269956337,0.033166948,0.156380221,0.022173699,0.312760441,0.044347398,0.698730672,0.139123878,0.281369328,0.122386998,0.928131257,0.002117575,0.836261717,0.066713179,0.871574475,0.005245445
max,max_jaccard,0.72996028,211,10000,0.301269328,0.139123878,0.9801,0.018345299,0.269956337,0.033166948,0.156380221,0.022173699,0.312760441,0.044347398,0.698730672,0.139123878,0.281369328,0.122386998,0.928131257,0.002117575,0.836261717,0.066713179,0.871574475,0.005245445
max,max_sens_spec,0.34238188,211,10000,0.985697674,0.021009218,0.8142,0.023742367,0.184263441,0.021993809,0.10161073,0.013349194,0.203221459,0.026698388,0.014302326,0.021009218,0.799897674,0.035638283,0.928131257,0.002117575,0.836261717,0.066713179,0.871574475,0.005245445
max,max_sorensen,0.72996028,211,10000,0.301269328,0.139123878,0.9801,0.018345299,0.269956337,0.033166948,0.156380221,0.022173699,0.312760441,0.044347398,0.698730672,0.139123878,0.281369328,0.122386998,0.928131257,0.002117575,0.836261717,0.066713179,0.871574475,0.005245445
max,sensitivity,0.43043142,211,10000,0.886224568,0.009427644,0.854,0.016093477,0.202217476,0.01615781,0.112553219,0.00995926,0.225106439,0.019918521,0.113775432,0.009427644,0.740224568,0.021171692,0.928131257,0.002117575,0.836261717,0.066713179,0.871574475,0.005245445
max,equal_sens_spec,0.23702915,212,10000,0.90579866,0.013439319,0.9078,0.013917615,0.292180217,0.037705737,0.171542614,0.025980982,0.343085228,0.051961964,0.09420134,0.013439319,0.81359866,0.027219039,0.969888608,0.00900007,0.934726992,0.035766643,0.938222791,0.002182521
max,lpt,0.03966154,212,10000,1,0,0.8343,0.048605041,0.210491719,0.03485998,0.117962705,0.021643909,0.235925409,0.043287818,0,0,0.8343,0.048605041,0.969888608,0.00900007,0.934726992,0.035766643,0.938222791,0.002182521
max,max_fpb,0.80173388,212,10000,0.511282584,0.108642804,0.9949,0.001431782,0.580520181,0.093247327,0.414081363,0.097446219,0.828162726,0.194892438,0.488717416,0.108642804,0.506182584,0.109079378,0.969888608,0.00900007,0.934726992,0.035766643,0.938222791,0.002182521
max,max_jaccard,0.80173388,212,10000,0.511282584,0.108642804,0.9949,0.001431782,0.580520181,0.093247327,0.414081363,0.097446219,0.828162726,0.194892438,0.488717416,0.108642804,0.506182584,0.109079378,0.969888608,0.00900007,0.934726992,0.035766643,0.938222791,0.002182521
max,max_sens_spec,0.1800273,212,10000,0.981977743,0.018700785,0.887,0.021011901,0.272183496,0.038262973,0.15798582,0.025713511,0.31597164,0.051427022,0.018022257,0.018700785,0.868977743,0.017232762,0.969888608,0.00900007,0.934726992,0.035766643,0.938222791,0.002182521
max,max_sorensen,0.80173388,212,10000,0.511282584,0.108642804,0.9949,0.001431782,0.580520181,0.093247327,0.414081363,0.097446219,0.828162726,0.194892438,0.488717416,0.108642804,0.506182584,0.109079378,0.969888608,0.00900007,0.934726992,0.035766643,0.938222791,0.002182521
max,sensitivity,0.24573884,212,10000,0.891598118,0.008655515,0.9124,0.022224424,0.303885336,0.059038799,0.180337751,0.042106051,0.360675502,0.084212103,0.108401882,0.008655515,0.803998118,0.014776606,0.969888608,0.00900007,0.934726992,0.035766643,0.938222791,0.002182521
max,equal_sens_spec,0.48814913,217,10000,0.824943285,0.019914406,0.8257,0.020179197,0.168609471,0.022459386,0.092199173,0.013537237,0.184398346,0.027074474,0.175056715,0.019914406,0.650643285,0.039664941,0.898494221,0.014867558,0.802626005,0.076335077,0.82902576,0.00785029
max,lpt,0.02714683,217,10000,1,0,0.6339,0.079942479,0.108982225,0.02151835,0.057741272,0.012056701,0.115482545,0.024113401,0,0,0.6339,0.079942479,0.898494221,0.014867558,0.802626005,0.076335077,0.82902576,0.00785029
max,max_fpb,0.93688471,217,10000,0.18378951,0.027500952,0.9965,0.0025,0.27247371,0.035720217,0.158118543,0.02380467,0.316237085,0.04760934,0.81621049,0.027500952,0.18028951,0.026477069,0.898494221,0.014867558,0.802626005,0.076335077,0.82902576,0.00785029
max,max_jaccard,0.93688471,217,10000,0.18378951,0.027500952,0.9965,0.0025,0.27247371,0.035720217,0.158118543,0.02380467,0.316237085,0.04760934,0.81621049,0.027500952,0.18028951,0.026477069,0.898494221,0.014867558,0.802626005,0.076335077,0.82902576,0.00785029
max,max_sens_spec,0.31333962,217,10000,0.924947714,0.046942482,0.7944,0.058293868,0.169160944,0.038580746,0.092794626,0.023686913,0.185589252,0.047373827,0.075052286,0.046942482,0.719347714,0.028888122,0.898494221,0.014867558,0.802626005,0.076335077,0.82902576,0.00785029
max,max_sorensen,0.93688471,217,10000,0.18378951,0.027500952,0.9965,0.0025,0.27247371,0.035720217,0.158118543,0.02380467,0.316237085,0.04760934,0.81621049,0.027500952,0.18028951,0.026477069,0.898494221,0.014867558,0.802626005,0.076335077,0.82902576,0.00785029
max,sensitivity,0.386025,217,10000,0.889300305,0.006622216,0.7848,0.03587757,0.152605077,0.021202254,0.082720225,0.012490339,0.165440449,0.024980678,0.110699695,0.006622216,0.674100305,0.030176229,0.898494221,0.014867558,0.802626005,0.076335077,0.82902576,0.00785029
max,equal_sens_spec,0.10895014,218,10000,0.921573217,0.013477303,0.92,0.015099669,0.333875517,0.057958575,0.201583143,0.042866301,0.403166287,0.085732602,0.078426783,0.013477303,0.841573217,0.028392847,0.980083286,0.006061647,0.95888956,0.020519302,0.971535592,0.001931769
max,lpt,0.00442053,218,10000,1,0,0.7563,0.067671634,0.15798244,0.037332374,0.086125857,0.022198735,0.172251713,0.044397469,0,0,0.7563,0.067671634,0.980083286,0.006061647,0.95888956,0.020519302,0.971535592,0.001931769
max,max_fpb,0.55819567,218,10000,0.731157266,0.057218342,0.9984,8.94E-04,0.8096696,0.032398491,0.681202118,0.045773727,1.362404236,0.091547454,0.268842734,0.057218342,0.729557266,0.056868776,0.980083286,0.006061647,0.95888956,0.020519302,0.971535592,0.001931769
max,max_jaccard,0.55819567,218,10000,0.731157266,0.057218342,0.9984,8.94E-04,0.8096696,0.032398491,0.681202118,0.045773727,1.362404236,0.091547454,0.268842734,0.057218342,0.729557266,0.056868776,0.980083286,0.006061647,0.95888956,0.020519302,0.971535592,0.001931769
max,max_sens_spec,0.10358288,218,10000,0.922185212,0.019544004,0.9334,0.028500877,0.395159572,0.126117505,0.25268206,0.102709621,0.505364121,0.205419242,0.077814788,0.019544004,0.855585212,0.031320287,0.980083286,0.006061647,0.95888956,0.020519302,0.971535592,0.001931769
max,max_sorensen,0.55819567,218,10000,0.731157266,0.057218342,0.9984,8.94E-04,0.8096696,0.032398491,0.681202118,0.045773727,1.362404236,0.091547454,0.268842734,0.057218342,0.729557266,0.056868776,0.980083286,0.006061647,0.95888956,0.020519302,0.971535592,0.001931769
max,sensitivity,0.13996298,218,10000,0.889734737,0.007218412,0.9393,0.026195419,0.402448689,0.115780727,0.257388933,0.094453777,0.514777866,0.188907553,0.110265263,0.007218412,0.829034737,0.027004995,0.980083286,0.006061647,0.95888956,0.020519302,0.971535592,0.001931769
max,equal_sens_spec,0.28504543,218,10000,0.922048188,0.00873015,0.9226,0.009215476,0.337998199,0.036353568,0.203838028,0.026856669,0.407676056,0.053713338,0.077951812,0.00873015,0.844648188,0.017730667,0.976245034,0.003882389,0.913364185,0.025549316,0.945690796,0.003175064
max,lpt,0.0039411,218,10000,1,0,0.8522,0.053895269,0.240638499,0.059476682,0.137805463,0.03806722,0.275610926,0.07613444,0,0,0.8522,0.053895269,0.976245034,0.003882389,0.913364185,0.025549316,0.945690796,0.003175064
max,max_fpb,0.61426619,218,10000,0.576430407,0.115658776,0.9872,0.007049823,0.533875545,0.055847615,0.365662869,0.049964448,0.731325738,0.099928896,0.423569593,0.115658776,0.563630407,0.110345951,0.976245034,0.003882389,0.913364185,0.025549316,0.945690796,0.003175064
max,max_jaccard,0.61426619,218,10000,0.576430407,0.115658776,0.9872,0.007049823,0.533875545,0.055847615,0.365662869,0.049964448,0.731325738,0.099928896,0.423569593,0.115658776,0.563630407,0.110345951,0.976245034,0.003882389,0.913364185,0.025549316,0.945690796,0.003175064
max,max_sens_spec,0.15857557,218,10000,0.982259632,0.018341672,0.9076,0.020156885,0.320709785,0.052844214,0.191943179,0.038297387,0.383886358,0.076594774,0.017740368,0.018341672,0.889859632,0.007538547,0.976245034,0.003882389,0.913364185,0.025549316,0.945690796,0.003175064
